Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Paraguay,PRY,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"4,3462427008","0,7990888768","2,1423761735","1,6480860334","3,5764820989","-0,4608945322","6,5815345642","2,1201539761","2,3344944807","3,2018169807","3,1826047585","4,1899284876","4,7418282911","5,7243775859","4,2316969995","4,8998442689","8,765546332","9,2728041117","9,0633696032","8,8277567611","6,2581298186","-4,077581707","-5,6990250396","-0,0130692501","1,6375209273","2,0627642662","4,6180616556","3,0119291646","4,0434548224","1,3553372435","0,7920610386","-0,8965978743","2,3250094207","2,7618976076","4,3026375107","-0,7488289948","1,9355153267","-2,0693165359","-3,3792119058","-4,1784735632","-2,5032414414","-1,4392570909","3,0201206328","2,8457291486","1,004272268","3,7126469749","4,3755431335","5,4586549213","-1,2655265614","9,823414633","2,9421622415","-2,0387310968","6,8085134499","3,8304979254","1,5034576472","2,7927597588","3,345815987","1,7959516313","-1,724202051","-2,1484778975","2,696256138","-0,9607167262","3,4813357159"
Ribera Occidental y Gaza,PSE,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4276893494","-3,2171628083","9,6458382019","11,4496672591","5,5486249478","-10,8631881105","-11,5986372778","-14,697013739","11,1393849872","18,8491814992","8,4829084168","-3,4943023496","1,1698259623","4,5137114394","5,7345768132","3,0656542563","6,867834875","3,5103674637","2,2148504793","-2,4710263048","1,3725850883","6,4466614609","-0,5776228024","-1,304814192","-1,1516136654","-13,496386973","4,4146953449","1,5885647138","-7,7433727559"
Estados pequeos de las Islas del Pacfico,PSS,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"4,1448947276","3,4298945927","9,1048770084","1,3987925455","-1,5560445564","-1,2264528553","1,2482884836","0,0377582539","6,2650115379","-6,015620184","0,7814929165","-5,4170443603","-3,3065402629","3,1415947863","-3,8801094083","3,2663742779","-3,9024206124","-0,5461785677","2,9761172549","2,1967888483","-1,7052531335","3,70253656","0,6565816145","3,4962621451","3,2831774765","1,837556017","-2,6198062528","-0,0933234045","2,806186066","-3,1051995222","-0,3716652712","0,7133099216","0,6765553593","2,6819367378","1,1827980956","1,1312503793","-0,7763001296","0,9777698836","-1,6683266752","2,5921501607","2,7069763234","-0,1003513001","2,086203391","2,4938815959","2,6643775137","2,6663803577","2,898194909","1,7003115082","0,1830667333","-11,328184622","-4,1876341227","7,7822326204","4,2296168218"
posterior al dividendo demográfico,PST,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"3,165794588","4,3144204824","3,7950028484","5,1676674455","4,3333847624","4,4243203154","2,7644347631","4,8560732855","4,6050687162","1,7527217073","2,5795816261","4,3262211744","5,149829746","0,0582810158","-0,8361296309","4,0122484917","3,0667364962","3,5842838842","3,0775295006","0,3954905986","1,2720645532","-0,4098382688","2,5758975001","4,2518107226","3,1925512471","2,6277214031","2,9557693141","4,06663242","3,163989555","2,053115778","0,2863370837","1,1964174088","0,5067931927","2,5496071381","2,1515706197","2,3584936601","2,887581524","2,3380710717","3,0356310637","3,5169514633","1,0492218764","1,023494796","1,5139875618","2,6826105051","2,2537601375","2,3689802421","1,9462114028","-0,2456072179","-3,8838782759","2,4350992625","1,3893283839","0,8353240994","1,0665238827","1,5493478042","1,7678021215","1,3380461086","2,0753817533","1,8880027025","1,4750238766","-4,4771942273","5,5292768427","2,6243506603","1,2238421485"
Polinesia Francesa,PYF,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,"5,712295351","-8,077047981","10,9156746036","-6,0815819751","-1,8973065758","8,1344052632","-7,9727233276","4,1570599042","14,1074650312","-7,9521705652","4,8133522794","-1,1072293877","6,50597147","0,768093519","-2,603520985","-0,5757198178","-1,4811137387","-0,2683729289","0,0665670056","-3,5058758413","10,8195186292","-1,1274418423","-5,9324493358","-0,2312478621","-2,0132261557","1,5602267908","-3,3315828764","-3,1035087246","-3,3800663547","-2,0089408967","-2,2493828933","-1,7302191096","0,1224416921","0,2644685196","1,5559728194","-1,9522348789","-0,7447113264","0,5607184668","-0,5251741498","-1,1436440838","-0,5200756966","0,506867933","-0,8415992996","-4,8166231379","-2,9833114779","-3,4643856836","-1,3835177315","-0,1059253676","-0,045320964","0,9982252956","1,7579535543","3,7001042612","1,0943083806","1,976586935","-7,7292056371","1,3855735098","3,6996646513",
Qatar,QAT,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"-2,4636611835","-0,3342203442","0,3677292833","-3,2582786491","-2,6675011706","0,1597083732","-13,9101817007","1,5140256065","-1,53935241","-7,1106278823","-5,0654158732","-12,1535563807","-7,1270473651","-0,6878338736","-6,8358812852","0,8008661677","-3,747187352","2,1140167512","2,5510535006","-0,0459156513","-4,8528685501","7,8327648787","-4,3192392037","-1,5471856178","-0,4731655847","1,587004009","24,9762931635","5,3981157722","-1,2089826253","2,5701661538","-1,1363903562","2,019062639","-1,1768178101","14,7106389603","-1,4701853255","5,4932212902","-2,7817182112","0,3608805224","0,4153865973","12,3874949041","7,6776083202","-0,8475540244","-1,1771920466","-3,1783657023","-3,9280991962","-4,1078624679","-5,7326096217","-0,7767391754","-0,7644966407","-1,9207575885","4,3544270798","3,9425803358",
Rumania,ROU,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,1584413413","-7,9392395283","1,6671186097","4,0831478994","6,4486594145","4,2075225438","-4,5747304297","-1,8268239744","-0,2201505549","2,593975232","6,6966736664","7,6558694343","3,0819638432","11,0591132162","5,3165061122","8,6706758529","8,8296482372","11,1442089015","-4,7269826012","-3,3287503645","5,0324375806","2,3797523364","0,6429815013","4,5114168545","3,6465535659","3,449295219","8,8237007681","6,6537658079","4,4017213661","-3,1455415613","6,5004705234","4,5172350409","2,0996597982"
Federación de Rusia,RUS,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,162835973","-5,3187619097","-14,6139171358","-8,6196861844","-12,5397898609","-4,1227723652","-3,614975495","1,5677041498","-5,1431153621","6,7295029234","10,4637091559","5,5467183393","5,1827502382","7,7879675239","7,6324911823","6,8066076526","8,5549414747","8,6857654816","5,2462100183","-7,8277499767","4,4530963983","4,1769762437","3,762719155","1,4531476788","-1,1219404174","-2,2762114111","-0,0904862005","1,6138732592","2,7165927166","2,1420262472","-2,5268043174","5,9655401331","-1,7331866319","3,8936180494"
Rwanda,RWA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-6,8259666031","8,6425658091","-11,7755195884","-14,4049491559","4,2935396758","4,045055491","3,739978983","3,7247964547","7,6027314691","2,7779360643","-1,7936144866","-2,6504813214","0,4291564694","-1,5236700435","-4,9184938941","16,0992854652","-0,8854784048","6,0749620392","8,5096268973","5,3564282911","1,6691083191","-1,9881539038","2,2454055238","-7,3606842868","0,9038100608","1,7217091413","-3,556901745","1,2206997948","-2,6678840363","-4,772493988","-4,672529261","3,5010995861","-10,9862108489","-41,5868613664","60,0905413299","-4,5235344724","-0,2757431327","5,4488539756","3,1149485185","7,0292490817","6,9813816055","11,1862038596","-0,1318121096","4,7118120557","6,5369456683","6,3548170087","4,7726606993","8,2199778989","3,4794226137","4,5724902431","5,2239290174","6,0016996541","2,2576657578","3,6727699052","6,2903281038","3,4132461314","1,3738980284","5,9059630075","6,861761229","-5,6620115894","8,2596265273","5,6862324242","5,7992947872"
Asia meridional,SAS,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,7898133047","0,9920448411","2,8244951493","5,2331089714","-2,8289851199","-1,0262406677","3,73865381","2,2286936305","3,358654272","3,5128919723","-1,531467318","-3,8815365552","1,4960181661","0,1225536761","4,4427116286","0,3005533377","3,8266518595","3,7285282033","-4,7499157331","4,0554822543","4,0056749591","1,465237917","4,1539271878","1,7980036535","3,0111631223","2,4175608321","1,9027229875","5,9212048555","3,0089335431","3,0730000973","-0,0952712137","3,507556093","1,9947557688","3,625255248","4,5813589477","4,5295303646","1,6143878274","3,3530670056","5,4069782047","2,1092518557","2,367778171","1,7520662827","5,2123971526","5,6793840665","5,828042862","5,9258624713","5,5509583972","1,8085972424","5,4007880738","5,8055259945","3,55262576","3,9129311787","4,6020066407","5,486592969","5,9519585079","6,4851639063","5,2227536162","5,0866302367","2,7483949097","-5,6437008585","7,6555455403","5,3464140236","5,2994191637"
Arabia Saudita,SAU,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"8,2268640313","8,0952371553","4,8592640875","4,8415307483","7,9973458192","4,117689753","4,7038337105","3,3657710775","1,679040862","46,0610769698","15,0398621982","16,9414905223","17,7858540644","10,0970251702","-13,7031161043","11,8444733593","1,7643512221","-9,9053350046","6,4697607146","0,5659632397","-2,8925434442","-24,4307273836","-19,9455494176","-9,0320500266","-13,8524987811","11,865678107","-10,6512127862","8,313048227","-4,6474322153","10,5040995623","10,5226206275","0,2141729253","-4,4870411205","-2,2939935853","-2,5537772466","-0,1197610345","-1,5741167407","0,2084899914","-6,2233994906","2,9894580275","-3,619622314","-5,1280006878","8,7077060824","5,6271750713","2,3897136693","-1,2012851084","-2,0770481589","2,2329199754","-5,6574322203","1,7248481272","8,273244433","3,1154874746","0,3821258874","1,7334017983","2,5168869643","-0,1473937501","-1,3816039419","0,7679007788","-1,1857505322","-4,0361978549","5,211636342","6,1326266472","-2,200611753"
Sudán,SDN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-2,5137137882","4,1406326839","-5,3872329929","-3,8432040888","3,7788080641","-6,0837121875","-1,1421256175","-0,663986109","-1,2215048338","3,1801259948","-0,5903069559","-7,8612925744","-2,4478486792","7,6240542051","11,4437143003","12,3653255915","2,2557323145","-9,5055551915","-8,6355069897","-2,3670817376","3,3149684762","2,0606298705","-1,0543281895","-7,1363806576","-8,0424951297","3,3532954031","12,3241046044","-0,9004894682","8,2602968316","-6,9931422389","5,5535891654","4,9190997635","2,8591250453","-1,4061456547","3,2310071671","3,3720882691","15,3724193841","1,9839501879","0,6292595908","3,2981791404","3,5346266613","3,1758315969","3,494451685","2,3273511268","2,6489481233","3,3121959081","2,4077757884","0,5955425248","-5,7375355774","0,8062137625","6,3649740793","-6,6624194239","-0,398675964","1,7974671592","-1,2079980616","0,29878369","-2,5156863869","-5,7378122836","-4,9682507018","-6,2502280791","-4,4836196256","-3,5292693464","-14,3042535208"
Senegal,SEN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"0,12105021","-2,9169469102","-0,9647336518","0,9887493551","-1,5236679141","-0,0680312319","-4,0828572883","3,1985864995","-9,2688121893","5,4082674669","-3,0455249344","3,2873990621","-8,3252410646","1,2436450957","4,6277877383","6,1188021099","-5,0130683251","-6,162351356","4,4778416281","1,4464388663","2,5173066346","5,199511224","-8,1466917785","1,1509070755","0,6244405358","0,2044663713","3,1964834912","-3,6580875831","1,0172929459","-3,5670182462","-0,2299783712","-1,4778369549","-1,3855415938","-2,6653339522","2,8334954513","-0,4111961094","0,6763422486","3,4974382823","3,849657261","1,4707806816","1,8574853784","-2,3189969095","3,0280629409","2,0592957734","1,692838859","-0,2978665632","0,1552021784","1,0037086838","0,0381746649","0,6259151672","-1,387056834","1,2051837681","-0,327534793","3,3747011741","3,5080541858","3,506889188","4,5274906313","3,3648216037","1,8292630702","-1,3421459248","3,7624602025","1,1854332524","1,0921139595"
Singapur,SGP,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"4,5803739322","4,6160343806","7,2937667591","-5,5550536707","5,2454152694","7,4745770444","10,0509003317","11,5859760312","12,1339809711","12,1840230638","10,3707995076","11,2360398788","8,5553596417","4,3660721974","2,4812558062","5,9989245379","5,3819748599","6,4812547579","8,1801344887","8,7246074027","5,6142796381","2,5035126272","7,1537522054","6,755184056","-0,7584031932","1,4386150566","9,1441825199","8,4755011241","6,9718572751","5,6318480241","3,6953822823","3,4837182442","8,6753048882","7,665158475","3,9685677515","3,1909851392","4,7399267472","-5,4579866745","4,876891842","7,1659882016","-3,703665952","2,9792296206","6,1012755456","8,5722052916","4,8720932685","5,6483432938","4,572986271","-3,4154926945","-2,8467719492","12,5085215499","4,0233816487","1,9044622366","3,133979149","2,5947231549","1,7623246864","2,2533284005","4,4203736042","3,0320299724","0,1919938972","-3,5694959815","14,3619661171","0,4586828047","-3,7181363895"
Islas Salomón,SLB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,"-5,110289264","-4,9792049186","0,4020952556","-3,1828522039","-6,3634822949","-3,464692614","5,0096429856","-1,8344418825","1,1392458755","-0,8300187245","2,8954056378","9,4348323864","1,0129286106","5,0100740297","6,9536973431","-1,25361105","-3,6544436871","-1,4619928246","-3,1167895541","-16,4199848867","-10,1337789433","-5,0350485014","4,1085259782","5,2709621483","4,976765039","1,828551806","1,3416529439","3,8828268263","0,5584438668","7,158309775","4,8443172522","-0,0682031869","2,599048838","-1,3533230677","-0,8605298041","2,9596495815","0,5879618712","0,3123493829","-0,6246868449","-5,6454018095","0,150392485","0,0806310426","0,7044168968"
Sierra Leona,SLE,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"0,0801643748","2,7050070042","-0,1373544528","4,7033077532","5,1437729723","-0,2455586119","-1,8977154546","0,0357736138","6,4332789593","6,5229508156","1,4993498538","-0,9960301896","0,321156381","1,5494843713","-0,229581478","-2,2703682009","-1,8245740248","0,4129164359","2,4571007661","2,7436616161","0,7971947404","2,6292368887","-4,1934459118","1,8077790847","-7,4114058308","-1,2270216162","4,3806881794","-9,5620878573","-1,7632785864","-0,6217505425","1,1180577212","-17,570678389","1,5132422147","-2,3851385811","-8,1954056858","1,2103132357","-7,1090682531","0,756932644","-2,5305944516","4,1185545219","-11,6100016788","19,5576574814","5,1706257438","2,9684666322","1,5992105205","2,0135632154","5,6242170638","2,8099406061","0,423333101","3,7074994143","3,1932150767","12,2116152091","18,0146534947","1,984634814","-22,3833148317","3,8045375666","1,2719494664","1,0547690134","2,8267630512","-4,1965510481","1,7968795238","1,2325528059","1,2498198288"
El Salvador,SLV,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,"4,3092472684","2,6654711424","0,5790585337","0,9148995324","0,4695942699","1,3676827151","3,6002063362","2,3677770903","2,8662935647","0,5831345346","2,7768135138","4,5271867743","3,1462194384","-6,0503649011","-17,2545368744","-6,553718704","-7,341767927","-0,4047677965","-0,6256441045","-1,3361348963","-1,7006814413","0,5577789364","-0,1560605475","-0,9588422623","2,9508934188","-0,2508784142","5,2652645101","4,3378517028","3,5509755224","3,7291019735","-0,0396848735","2,3348103703","1,9119180036","1,4934282613","0,5401634175","0,3807324632","1,1812444268","1,3029375707","0,7422071896","2,6440625078","4,3954569894","1,684235048","1,750909775","-2,4798307449","1,7724809788","3,3793624873","2,4879247399","1,7806559364","1,3381131345","2,0460163557","2,2200853152","1,9842112783","2,2543630103","2,3742659399","-8,0762691656","11,5248556155","2,4389810357","3,0466615324"
San Marino,SMR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,8079770879","7,368437196","0,5832435594","3,6008008676","-1,9630402769","1,5776722989","2,7807888985","0,9846020625","2,267035143","5,6528445885","-1,5639911153","-11,3575249331","-7,1155137274","-10,8174600101","-8,8317078881","-1,2400349845","-1,0116625867","1,7399785282","1,545832738","-0,3952855945","1,1967572173","1,9999865941","-6,1785013664","9,3051914123",,
Somalia,SOM,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-5,7227454545","4,3432637725","0,1793016651","-8,5118348709","-8,3616732447","6,2986316261","3,228118398","-0,5875083012","-4,2173347617","1,891588962","-0,4673158854","11,9539395136","-14,423332063","-1,7746585171","11,9157363243","-4,237093778","10,6895576919","-1,4683327786","-16,0732419545","-6,5583728207","5,4994165674","2,4757752244","-14,3217879054","-0,4068603731","5,208325571","-6,0827320298","6,2516458082","3,3797623987","5,6532761101","2,8573740876","7,024034124","-4,152561756","0,9656514341","-21,8496751454","0,3693926708","4,2646322565","-2,2452070018","2,319401821","3,1249165216","2,9717118656","2,9858794876","3,7377791063","3,8010210421","3,3088834341","3,529448394","3,3497196961","3,4975879647","3,6479768306","4,1005230864","4,0629601627","5,0333667292","4,7776003857","-5,8285692784","3,8362712274","6,3148642852","2,4802967852","5,2978755397","-0,6656186173","-0,0670916877","-5,8373936113","0,1111817958","-0,6583885374","0,0009759958"
Serbia,SRB,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,3695823791","7,5078822337","3,733553151","-9,0957035141","6,4714729141","7,0627073221","6,4784767805","4,6100658429","9,2828877495","5,8478698683","5,5218924011","6,871969801","6,1063170096","-2,3409282022","1,1368043383","2,8450096071","-0,1983788995","3,3945235205","-1,1263973271","2,3110158888","3,8811847603","2,6459858624","5,0675948814","4,8930942556","-0,240923959","8,7473566788","5,1639569381","3,2469878131"
África al sur del Sahara (excluido altos ingresos),SSA,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-1,2974247374","3,4450855439","3,6735589286","2,3759849485","2,043399662","-0,5416470081","-3,2728983436","0,4832201035","6,194407091","5,0236909234","4,9233322763","0,2661878027","1,5347833954","4,6215803465","-3,0338823","2,2549884137","-0,0371911328","-3,017926376","0,8920771189","0,8248941859","-3,6555274764","-4,1105659935","-5,3215342411","-0,547660566","-0,838498285","-0,9659641735","0,027192445","1,559719207","-0,4928259508","-0,4466370497","-2,3163774185","-2,9997659689","-3,4726276537","-1,5978352368","0,650974128","2,3709258094","1,4123353333","-0,0929558918","-0,4029697812","0,8054394596","1,4917930193","3,5524434187","1,3266652777","3,7886911421","3,1917896901","3,2092047969","3,2880766002","2,3386814896","0,3829941192","3,1159505528","1,5826736176","0,4752707745","2,2582352417","2,0494789396","0,1410967692","-1,450002912","-0,1911550262","0,0701442628","-0,010990167","-4,4905796142","1,6322641303","1,0822044789","0,4089174536"
Sudán del Sur,SSD,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4283114159","0,2244896908","-9,5617107274","-48,3924544009","9,0101030057","2,3848985338","-10,6420744059",,,,,,,,
África al sur del Sahara,SSF,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-1,3008645514","3,4462809327","3,6755772776","2,3764940649","2,0402479861","-0,5354678267","-3,2721464198","0,4858303128","6,1889735131","5,0243246169","4,9279747331","0,2682397982","1,5379313678","4,6176988285","-3,0317010427","2,2621257335","-0,0433264227","-3,0039931623","0,9015653429","0,8176030892","-3,6575414705","-4,1108291447","-5,3197099078","-0,5458466744","-0,8320934573","-0,9665555859","0,0285125066","1,560775946","-0,4860633917","-0,4418715465","-2,3139868973","-2,9923651194","-3,4642771499","-1,6015852194","0,6481267855","2,376082715","1,421244313","-0,0929208745","-0,4032792807","0,8065469525","1,4845712826","3,546807284","1,3167884691","3,7801677243","3,1945981031","3,2122231701","3,2907838062","2,331371842","0,3784477109","3,1147543227","1,5872353125","0,475317334","2,2551510789","2,0489484285","0,1458781986","-1,4407845998","-0,1868843355","0,0724081797","-0,0080170724","-4,500358601","1,6290194482","1,0906810974","0,4093739892"
Pequeños Estados,SST,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,"-2,8802675076","11,0029990719","7,0786187661","4,4265329417","8,3737831193","-1,0649003688","-4,8176269099","-1,32811709","-0,2735292324","3,2495255936","0,1314821014","1,5043644575","3,1269231799","2,4253809481","1,8695777467","1,4115083857","-1,1987329728","-1,0693378096","1,4120036521","1,9113462616","3,345503833","2,5952772112","2,7211971818","2,8577318429","1,6042797592","4,366379274","1,3937492372","1,7915269817","2,5476372865","3,0629062565","3,0097519649","4,3106715794","3,9653262387","0,3220966701","-4,5898368565","1,2679361467","1,8954306455","0,7275967647","0,3123380845","1,0935574551","1,6067828742","2,0371034143","2,9703902348","2,4539752352","2,3554933951","-7,2002107639","5,981122574","6,564578572","3,464751872"
Santo Tomé y Príncipe,STP,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"3,1900415048","0,2549559018","-0,4242209587","3,5283983455","3,1146664823","-0,7159079126","20,3819434241","0,2765332122","13,4559154273","-3,3129053323","-12,0864620091","1,2940657646","-5,4837196016","-7,6913855964","7,1365875927","-7,8707550934","-5,2296635229","-0,5870228658","0,5605551493","-4,5089243223","-1,0526772732","-1,3549057909","-0,8986222649","0,2571472246","0,1520323","-0,2502326296","-0,6500669353","0,9352442526","1,0413785975","-0,8838232959","1,2717893089","0,8886379636","5,5300371196","0,9543332701","3,9881647653","6,2089157413","1,1273980548","3,6897312714","0,9107679344","-0,7850824519","-0,1420323436","0,8398781112","3,0401692348","2,9196013422","-0,2914391903","3,3737787714","2,409414678","2,7443911731","0,4669840363","0,7276413063","-0,1404500364","-1,8151773731","-2,3957923812"
Suriname,SUR,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"1,1907831434","0,1799539361","1,7048948997","2,7395774241","8,2392133773","15,2260924557","8,3555037536","4,0136158527","1,046211012","-0,6249543319","0,6909750883","-1,9759957138","-1,5031683113","0,8611306428","3,4244491093","9,6123011781","11,1771498927","7,6956308807","0,5913923528","-8,2529633816","6,8871443807","-4,5628480101","-4,4372252635","-2,7225060573","0,8002510521","-0,5361320374","-7,262398738","6,3867533357","2,6126060343","-5,5171093824","1,9037909007","-0,4471947684","-7,3304289406","2,3884170932","-1,8278901701","-1,1263433371","3,5871040056","0,3366349418","-3,2252588266","0,279669784","2,4050189407","1,0844067085","4,5879064652","7,0566542879","3,3566582226","4,617503576","3,9322472075","2,9746806794","1,8597270071","3,9953823387","4,6864827386","1,592811916","1,8682359402","-0,7537711071","-4,3853320829","-5,8892770894","0,5105485435","3,8601032655","0,0576636749","-16,9114074467","-3,3776315939","1,5959098566","1,2244426665"
República Eslovaca,SVK,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,6399585713","-6,7517665393","1,5130919481","5,7878470939","5,5342148273","6,3944497871","5,7304466501","3,9366025206","-0,2078080322","1,3035749534","3,4429240981","4,5474428932","5,568547022","5,3003194916","6,6130029331","8,4881892997","10,7996945165","5,4843890938","-5,5814363848","6,6172284863","2,5391571466","1,1465206411","0,5246601486","2,5975752298","5,0672846299","1,8126070283","2,7784542927","3,8863988786","2,3726235159","-3,412601252","4,9939487479","2,1606378703","1,6902868909"
Eslovenia,SVN,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,9578817561","-5,3249118126","3,0887879142","5,4494139404","4,0847137105","3,2675651626","5,1911324632","3,5048818314","5,2574534245","3,3658775669","3,054123502","3,3774180711","2,8981972778","4,2923552193","3,6183409241","5,4094826333","6,3835889273","3,3462795436","-8,3803195924","0,9027713803","0,6520232432","-2,8437050203","-1,1635208755","2,6671340593","2,1332580276","3,1163466012","4,7471061832","4,0763163053","2,8043504142","-4,880091909","7,9379162268","2,2712393108","1,1581717326"
Suecia,SWE,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"5,1846187158","3,6856049993","4,7359398822","6,0260591642","2,8482597813","1,1239895694","2,5753747098","3,057694232","4,2737151992","5,4843828592","0,2524348551","1,9869213389","3,7889320528","2,8991848131","2,1462532194","0,691238123","-1,9451271475","1,4557337535","3,6136475193","1,4937331595","0,3344367855","1,1907753796","1,8545150796","4,1348652874","1,9917741012","2,4527726132","3,0095477664","2,0887605188","1,9721912678","-0,0207591755","-1,817515173","-1,7366303567","-2,6328084518","3,1939553997","3,3912691149","1,4179242381","3,0115230333","4,2539467086","4,1659789278","4,5982547942","1,1775018923","1,8648739739","1,9298303835","3,9273062567","2,4482484398","4,0757148975","2,6750026708","-1,2230695777","-5,1512627289","5,0526785726","2,4189885114","-1,3210023244","0,3339848633","1,644244006","3,390176296","0,7961463005","1,1951475713","0,772577449","0,9575616564","-2,8746841902","5,5114251935","1,9668636508","-0,6668481585"
Eswatini,SWZ,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,"10,7312263051","2,5832106663","6,0348061383","2,7598951194","10,5750346056","-5,0853404216","-2,1326620411","-1,9118031169","-0,2501809427","8,7907626772","11,3585296165","-1,7343699659","-2,0499907104","2,7450952797","0,0838760325","7,9977667263","10,2984329943","1,772104368","8,6024612241","17,0418877261","-2,3229081248","-0,7294969259","0,0472684006","2,369983834","4,8436799619","1,7073755232","1,3183669407","1,1316732019","1,615224158","0,5627466309","-0,0029469898","3,4450767644","3,0964985338","2,9465149045","5,3933721412","5,4169343513","3,8310229236","0,2793821794","1,0997490084","3,3187224545","1,7430102281","4,8207368701","3,2227145458","0,2468024694","1,4998576027","0,3029537693","1,2409471863","1,5827075462","1,8857241193","-2,4802997053","9,605330161","-0,3101134367","4,0498700047"
Sint Maarten (Dutch part),SXM,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,7515078047","6,5427760213","-2,1364648492","-4,1367726654","-1,325380078","-2,8335462059","0,5353205387","-6,6324760907","-7,6201365965","8,966690537","-14,8248832529","3,6579058182","9,3166319029","2,7092097272"
Seychelles,SYC,Crecimiento del PIB per cápita (% anual),NY.GDP.PCAP.KD.ZG,,"-7,5191989617","5,5704927606","7,3709984391","3,2988186586","-3,5142689334","11,0923039403","-1,9358396529","4,9808257514","-2,3508068366","6,3633482365","13,5324102715","3,7772029524","7,399933292","-0,5243329177","0,8194919659","13,9484048793","-8,1366892682","20,4421315252","14,8042349096","-5,963248107","-5,0386378754","-2,645758626","-0,4957419896","3,6899461946","9,4028581599","0,1357528488","0,5156880109","4,9342416556","9,6287273226","6,9291412665","1,4007715646","6,6823345967","5,0905626846","-5,0030241395","-0,9814598392","8,395845453","10,8847957387","0,482967629","-0,1094376966","3,3267145637","-2,3566133355","-1,8348069544","-4,8161783304","-2,4900082529","8,5018972132","7,1533451537","8,3216542066","-4,87712623","-2,8614242579","1,6273701359","12,426587659","2,104128265","-0,5991333046","2,4576124392","6,51232551","10,6277900413","5,6529867958","3,9428069299","4,5815511359","-12,4901374474","-0,2540978664","-4,8001108665","3,2521519327"
